i_dblp,j_sch,dblp_id,sch_id
247,36799,conf/sigmod/WangPFY03,RI03CKUm82kJ
2110,51655,conf/vldb/MadhavanBR01,7fCRAqLTNeUJ
415,53379,journals/sigmod/SmithO99,bRypA1J8_ZUJ
676,19943,conf/sigmod/GetoorTK01,pTTTsrWGBvQJ
1354,23793,conf/sigmod/FranklinJK96,PCFJuVxYxtwJ
1159,60478,conf/vldb/GoldsteinR00,Eq1w4LPv_igJ
1666,24065,conf/vldb/SellisRF97,QjbxSG6_-WIJ
258,33955,conf/sigmod/GuptaLM03,J3cfnmFB4lsJ
358,24737,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,SA4P684zTf4J
536,10514,journals/sigmod/RosenthalHRS97,Vjga5yC23KIJ
1382,5058,conf/sigmod/SrikantA96,Ve-JH2yNN0kJ
1246,43858,conf/sigmod/HoAMS97,V0NFERFhvmkJ
261,18388,journals/sigmod/PaepckeGRC00,0s0j1_xOwpYJ
1777,21802,conf/vldb/CareyD96,riS5qD1-odUJ
2010,33115,conf/vldb/AggarwalHWY03,xNNBiNmxAqcJ
1333,5546,conf/sigmod/LiCHH97,6C9EjyqPtg4J
1768,46599,conf/vldb/ChaudhuriS96,77Sb5mlyASgJ
1372,46599,conf/sigmod/ChaudhuriG96,77Sb5mlyASgJ
2387,51532,journals/vldb/ChanFGR02,YkSTcehl8o4J
1485,44032,conf/sigmod/ParkCY95,dqPMv0_pWwAJ
1040,51495,conf/vldb/ChungCLL01,iiRNUmiHLgUJ
911,7516,conf/sigmod/RundensteinerKZWLLN99,2XRfNjwuDrsJ
2320,52939,journals/vldb/BunemanFS00,rgk1HYJbTNEJ
1491,34398,conf/sigmod/AdelbergGK95,kRHYZELNeoIJ
1228,18712,conf/sigmod/CareyK97,5xe-dQqXfI8J
1965,6927,conf/vldb/HardingLM03,BqH503smxL0J
2309,6737,journals/vldb/KrivokapicKG99,VGodNh5ztPkJ
1760,1045,conf/vldb/LabioG96,axQOpycfxqQJ
691,48308,conf/sigmod/BabyCY01,19oklI6EIwMJ
1286,45485,conf/vldb/SakuraiYUK00,2Lwh21KUjw0J
744,9473,conf/sigmod/HellersteinA00,Gsb6dnkFBMoJ
2002,61116,conf/vldb/Amer-YahiaFSX03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027603%26type%3Dpdf
452,59811,conf/sigmod/RaoZML02,8yN8Mk6A9Z4J
1849,52014,conf/vldb/HaasKWY97,kUUIJxLeO9QJ
2087,33870,conf/vldb/LiHKSPAC02,eSC19V7zgtsJ
992,6542,conf/sigmod/BrodskySCE99,_cUSf4sG_28J
351,9929,conf/sigmod/MelnikRB03,veL-zDfjXrEJ
2477,23475,journals/vldb/Barbara-MillaG94,nAJnhh70_0kJ
1491,10612,conf/sigmod/AdelbergGK95,zbJYyUhl2cIJ
1055,61952,conf/sigmod/WhiteCF98,j1IJxU_03M8J
1487,7460,conf/sigmod/FaloutsosL95,dRjSn10qk9wJ
1279,2061,conf/sigmod/PatelYKTNBHRLEKGDN97,RkUnSP2Vkj0J
780,31919,conf/sigmod/WangSSZZW00,AsGLvcTlh6AJ
1627,59899,conf/vldb/EicklerKK97,Z0oCigN4pVMJ
1793,33773,conf/sigmod/AgrawalCFGHIIMMSS94,rnfILQoQrBYJ
1888,61926,conf/vldb/HanF95,889ULwUj6XUJ
914,64164,conf/sigmod/NgLHM99,W8O7pgTYGTYJ
194,42375,conf/sigmod/FaginKS03,17CGVPzVhJsJ
2032,61116,conf/vldb/TianD03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027603%26type%3Dpdf
2196,9088,journals/tods/BunemanO96,V6CmNS2__nUJ
1045,7492,conf/vldb/GravanoIJKMS01,dn5N-XwuRS4J
1388,33495,conf/sigmod/LeflerSW96,7F9iCGggYVgJ
1796,49505,conf/vldb/PoosalaI96,MfPbk62EdyQJ
2064,25376,conf/vldb/LakshmananPH02,szlqyCesMpgJ
167,34321,journals/sigmod/BabuW01,3em6SRH98n4J
2393,45065,journals/vldb/LeeSC01,url:http://www.ingentaconnect.com/content/els/13891286/2001/00000035/00000002/art00170
1956,29980,conf/vldb/BawaBA03,MBZ959k40wkJ
273,30775,conf/sigmod/OlstonJW03,7WaQNGnv1l4J
515,52939,journals/sigmod/FernandezFLS97,rgk1HYJbTNEJ
294,57666,conf/sigmod/DeshpandeNGS03,-U7N4uYXjPwJ
1271,17984,conf/vldb/HelalL00,ikJrOFv4o9QJ
2020,44675,conf/vldb/ChenL03,BnNNuVfklfcJ
1800,61116,journals/sigmod/GerlaX03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027603%26type%3Dpdf
556,21422,conf/sigmod/ChaudhuriDN01,d1jhpXNsA7wJ
1713,38516,conf/sigmod/BrinkhoffKSS94,JCsWiFtLnUEJ
197,29625,conf/sigmod/ChaudhuriGS03,KAf2DUUVabIJ
911,62711,conf/sigmod/RundensteinerKZWLLN99,qe6f_iU-siYJ
760,5387,conf/sigmod/OriaOILY00,zaE8nlc3ansJ
1217,22070,conf/sigmod/AndersonAF98,t8geMXYDfUYJ
1166,45702,conf/vldb/DattaDTVRF01,icK75z3VuGIJ
1260,9874,conf/vldb/LudasaherGM00,H4hHa7dQdSAJ
2249,16804,journals/tods/BohlenJS00,AF1QzN1nk8UJ
1564,54608,conf/vldb/HelmerWM98,q9rwlM_FKqkJ
1914,37459,journals/sigmod/MukhopadhyayGS03,lWaPspshVloJ
2523,3043,conf/vldb/ShaferAM96,9FLoZ2A_9XMJ
486,17835,conf/sigmod/LiGS02,Drq1slDkthQJ
1265,61896,conf/sigmod/LivnyRBCDLMW97a,G4N8qaBAG4kJ
1665,33722,conf/sigmod/VingralekBW94,bUvKrCjhep0J
721,50132,conf/sigmod/ChoSG00,9MI4jOOqkn4J
2169,62302,conf/vldb/BettiniJWW02,xsaovu54vl4J
600,43197,journals/sigmod/GerlhofKM96,eq249ewqsHMJ
1073,17753,conf/sigmod/AgrawalGGR98,3nxl8d4c0t4J
2513,59079,conf/vldb/AgarwalADGNRS96,2t5I0yvQgccJ
2042,46662,conf/vldb/KraftSRM03,7DhY_cTbtrcJ
535,29189,conf/sigmod/ChenRW02,bPuDjK-i9rYJ
147,9859,conf/vldb/HoelS94,k7DhyrzUMSoJ
2218,18780,journals/vldb/HalkidiNVV03,-H_tozyCqk4J
2229,40072,journals/tods/YanG94,NbLabaGWoh4J
575,52939,conf/sigmod/FernandezMS01,rgk1HYJbTNEJ
1337,50256,conf/vldb/LakshmananJN00,WQLtBSBFpgAJ
2063,2627,conf/vldb/LakshmananNWZJ02,qOzU69R5hdAJ
2169,60208,conf/vldb/BettiniJWW02,6fsh2-boUJcJ
717,44886,conf/sigmod/ChangC01,-UhETNxnIuMJ
2410,3674,journals/vldb/RahmB01,FFzJxlpy6TsJ
641,52246,conf/sigmod/DraperHW01,SYyDuhVOZEEJ
1503,1472,conf/sigmod/LuMSS95,M3QKdCEFIRMJ
2507,17570,conf/vldb/Hammond96,LDxiVdRU6EEJ
360,49752,conf/sigmod/HacigumusILM02,HlXyqUIDobMJ
2446,26716,journals/vldb/HarrisR96,Lodr9A8NyJ8J
2292,45497,journals/tods/ZobelMR98,nX85t01_KugJ
1767,42643,conf/vldb/SeshadriLR96,7VwJMgNYL6UJ
889,48561,journals/tods/TaoPZ02,hJ8VP7FyOL0J
532,27578,conf/sigmod/BarbosaMKL02,8yvnGJq6xmIJ
1774,57585,conf/vldb/BerchtoldKK96,pMqgAz_KzPgJ
1492,7914,conf/sigmod/IoannidisP95,zt5Ck1PrGf0J
2276,45903,journals/tods/LakshmananLRS97,1EaFJZq7smkJ
648,15860,conf/sigmod/LazaridisM01,LiDZgaWIzIEJ
2211,23062,journals/vldb/AbadiCCCCLSTZ03,gBVNSFeS4P8J
2024,3988,conf/vldb/HinneburgLH03,T1dmP2NL1aYJ
2186,38281,journals/tods/SrivastavaSRN95,pcUSk8BKMJYJ
942,36494,journals/sigmod/GeppertD94,1R21hO7j9sQJ
1980,18965,conf/vldb/NathDKGKS03,FirBsg8jxtkJ
881,563,journals/tods/FernandezKSMT02,ek26aiEheesJ
1327,27445,conf/vldb/GantiLR00,G8JSWUAO2lMJ
1132,35837,conf/vldb/ShanmugasundaramSBCLPR00,Mm4dwAnIM-EJ
1830,17708,conf/vldb/LiCHH97,vjqDlXKHfzoJ
1931,4928,conf/vldb/PapadiasZMT03,y_BZyFdnEMUJ
682,38260,conf/sigmod/IpeirotisGS01,bo7ArXlXypQJ
1240,57247,conf/sigmod/ZaharioudakisC97,eCxegyTD3Q4J
1050,29796,conf/sigmod/FranklinZ98,So_H9Oer6lsJ
2011,44292,conf/vldb/TengCY03,IMx6nl2gh54J
1044,41093,conf/sigmod/RajagopalanML98,iUtn70TmoZIJ
2492,54953,conf/vldb/LakshmananSS96,7Xoa7OiZLXMJ
1852,34621,journals/sigmod/AilamakiH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
1938,25505,conf/vldb/AltinelBKMPR03,QAjOGW-ffQIJ
1487,29770,conf/sigmod/FaloutsosL95,CZbFoRniJbQJ
2216,51113,journals/vldb/FungKL03,kLnJCd1otuUJ
1845,32861,conf/vldb/ChakrabartiDAR97,-2Ib1nqgXbcJ
1558,10173,conf/vldb/FlorescuLSY99,h0uuqAstOPUJ
2266,34611,journals/tods/SchuldtABS02,mXsyk3UdXqYJ
295,5892,conf/sigmod/LiBKN03,crz3O52EI0gJ
949,33477,conf/sigmod/Wu99,xl1Jscb79KEJ
370,50574,conf/sigmod/OlstonW02,XHUg7yB2y7oJ
1576,43209,conf/vldb/GibsonKR98,3jQ1gtXe3OwJ
2491,40556,journals/sigmod/CampbellEM03,LL9Guuh490sJ
1675,49604,conf/vldb/SheikholeslamiCZ98,QGopit06CLEJ
247,17148,conf/sigmod/WangPFY03,T1TgIax4zVcJ
1255,25074,conf/sigmod/CareyDNAGS97,GmUD1o-uPvYJ
1558,14495,conf/vldb/FlorescuLSY99,0087thkugMUJ
1839,43030,conf/vldb/GarofalakisOS97,jM3jsnhKbMMJ
1453,47690,conf/vldb/TamuraK99,w2W3fqz4M7IJ
1654,7787,conf/vldb/SeidlK97,HAG0kCjBu4EJ
438,37095,conf/sigmod/AgrawalCD02,H5IdN0_MQw4J
227,21599,conf/vldb/LuOT94,CV02BGCrMo8J
1223,19120,conf/sigmod/RamakrishnanD98,PYmxUbU7ERYJ
629,63458,conf/sigmod/KimCK01,Sr_EyL_rCWMJ
474,52967,conf/sigmod/GaoW02,yjZolbzEP6wJ
1793,26820,conf/sigmod/AgrawalCFGHIIMMSS94,kPYFPQGCegYJ
1777,36675,conf/vldb/CareyD96,jKBaGqWJK2oJ
796,31326,conf/sigmod/ChenJDTW00,8Pt19BiLeHEJ
2189,7572,journals/tods/ShashaLSV95,6VaHSio_N4kJ
1420,33405,conf/vldb/KumarRRT99,oBfyEPhQ5TsJ
1517,9394,conf/vldb/CareyK98,MCuFKbwcWIIJ
1814,18248,conf/vldb/SeshadriLR97,K9jUyjxRaCwJ
744,7192,conf/sigmod/HellersteinA00,-GYSZmXrx-UJ
382,9994,conf/sigmod/GraySSU03,NnKrsx4j4pkJ
1154,50632,conf/sigmod/ChenWZ98,-HF_Z6YeQIwJ
1052,17144,conf/sigmod/BerchtoldK98,JrXvKjdk5hAJ
2248,34166,journals/tods/HsuSY01,0r46LA8z-IwJ
70,5908,conf/vldb/NgH94,jFarCAepi2cJ
184,21471,journals/sigmod/BarbaraCJW01,oH5XZWjwC6AJ
499,62422,conf/sigmod/TaoP02,7ZyV9ivZySQJ
396,35125,conf/sigmod/ChoALS03,SdqZz-Rnmk4J
1419,54471,conf/sigmod/Freeston95,om_USYitAvAJ
507,57587,conf/sigmod/YangWYH02,RiOvjzg_MJwJ
1217,23977,conf/sigmod/AndersonAF98,UbHgLFWOlYwJ
2470,50201,journals/vldb/GeorgakopoulosRL94,-XJQVJitx-gJ
2151,56083,conf/vldb/ChenHWW02,DRTFwdVQAlMJ
288,1822,conf/sigmod/SunAA03,-XBy73K2jq0J
2139,10437,conf/vldb/AgrawalKSX02,KwgLlNLlaTcJ
2350,19517,journals/vldb/AbiteboulCM98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1065204%26type%3Dpdf
1969,32657,conf/vldb/MengLLA03,BHskBNpbixsJ
2011,17607,conf/vldb/TengCY03,1_KHUT11HPwJ
1546,61601,conf/vldb/RamanRH99,rbluxTXqUQwJ
1238,57284,conf/sigmod/MaheshwariL97,EP8u32KwMe4J
1902,50094,conf/vldb/HasanM95,JW7LRQwx_goJ
245,45694,conf/sigmod/Al-KhalifaYJ03,VTuB10z-VnIJ
2445,55217,journals/vldb/StonebrakerALPSSSY96,FnypYUw9pwEJ
634,3398,journals/sigmod/HaritsaS96,2w2qkhr3k3kJ
343,27543,conf/sigmod/MaddenFHH03,Fs4Mw04PQL8J
2033,28104,conf/vldb/HuebschHLLSS03,1gFn3yCLOEcJ
1027,2511,conf/vldb/PatonG01,mHCrMuxQnBsJ
19,2721,conf/vldb/SrikantA95,RE_sI8I74igJ
1434,58512,conf/sigmod/QuassWGHLMNRRAUW96,BNIZdeaIilIJ
753,5160,conf/sigmod/LiuPBHPT00,NNCJiGVzTBEJ
594,23597,journals/sigmod/ChangASS98,AzYwDt_6D80J
1327,49755,conf/vldb/GantiLR00,mJiDvbtTKWoJ
2198,18722,journals/tods/GhandeharizadehHJ96,kUA9e6YP8igJ
1460,5961,conf/vldb/AilamakiDHW99,zP6pijXiJWUJ
1034,27252,conf/sigmod/FernandezFKLS98,xfzQQjDwnfcJ
2516,52774,journals/sigmod/BusslerFM02,Phcd3C1cfLcJ
542,24346,conf/sigmod/CrescenziMM02,Lv38QFth5coJ
439,54204,conf/sigmod/HanWDPW02,zbzO-4fuIwUJ
2338,58137,journals/vldb/SteinbrunnMK97,xsh0C_nCllsJ
1179,46100,conf/sigmod/BrinMUT97,JBB4svDpBF8J
2345,44032,journals/vldb/ChenHY97,dqPMv0_pWwAJ
2048,23100,conf/vldb/IwerksSS03,_BQuO1XM-FwJ
2119,12952,conf/vldb/CormodeDIM02,9rDLhwM_4mYJ
850,63537,journals/tods/LakshmananLN03,U6tOY_M3CeQJ
1310,48246,conf/vldb/SrinivasanDFCJYKTDB00,url:http://ieeexplore.ieee.org/iel5/7304/19758/00914846.pdf%3Farnumber%3D914846
1004,433,conf/sigmod/NatsevRS99,Y8HMa1ZZE6sJ
1491,62587,conf/sigmod/AdelbergGK95,4HVB6aRvsk8J
2030,48,conf/vldb/HeMYW03,78PlrdpBT8sJ
529,19573,conf/sigmod/TheobaldW02,_6ErNQyZwXsJ
2389,9780,journals/vldb/JagadishACLNPPSWWY02,B10xHVasKUoJ
717,376,conf/sigmod/ChangC01,IFN4xGRCE_0J
2402,64164,journals/vldb/JagadishKNS00,W8O7pgTYGTYJ
1223,14477,conf/sigmod/RamakrishnanD98,6Cdfxiuibd0J
738,55375,journals/sigmod/YanG95,GfiQygac5twJ
1631,49765,conf/vldb/BerckenSW97,dZI3koQMDFwJ
83,27565,conf/vldb/KemperK94,q_A8Y8KY9WkJ
1672,49766,conf/sigmod/BrinkhoffKSS94a,7b3OWSRnTLQJ
700,39053,conf/sigmod/Amer-YahiaCLS01,qYGzjvmVjS8J
2293,35332,journals/tods/SistlaWYS98,tjSQMcZ1iIcJ
2247,60062,journals/tods/DekhtyarRS01,87OlEJpxkCoJ
2379,63399,journals/vldb/ChandrasekaranF03,MNuT46WJZaQJ
70,13747,conf/vldb/NgH94,EsSRui40spgJ
480,34556,conf/sigmod/ChenGMV02,HDDasG0SKKQJ
1721,55293,conf/vldb/RoussopoulosK98,GfjHZswtM0EJ
1227,32504,conf/sigmod/HellersteinHW97,Hsh9qAQnI64J
1662,32432,conf/sigmod/ChristophidesACS94,-LUnZ7Zwr1QJ
216,45248,journals/sigmod/QuixSJ02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959083%26type%3Dpdf
2158,45845,conf/vldb/TaoP02,o0WQjRyBQ5kJ
1272,5859,conf/vldb/DiligentiCLGG00,MlGBfhLPKSkJ
835,34151,conf/sigmod/AgrawalS00,4IP8ndV1l1cJ
253,42097,journals/sigmod/DongS00,WBf98hZKgzgJ
2389,47471,journals/vldb/JagadishACLNPPSWWY02,LV6lOpI0U7QJ
1945,39321,conf/vldb/YuAA03,kGcI8UNjcdgJ
720,41748,conf/sigmod/NguyenACP01,XirELrPeTd4J
822,13917,journals/sigmod/AbiteboulH95,ngdg6wS4VMsJ
1170,38012,conf/vldb/AnciauxBBPV01,PhERWOcOkOgJ
1814,63189,conf/vldb/SeshadriLR97,YbvPQOhZxOoJ
452,54,conf/sigmod/RaoZML02,nN73C1WoRB8J
1301,59406,conf/vldb/RamasamyPNK00,TT5lSHZcN4IJ
2000,4504,conf/vldb/YangLH03,EW-SfjIPK9EJ
1158,55156,conf/sigmod/TsurUACMNR98,CnTgirrsL3EJ
2153,36991,conf/vldb/DittrichSTW02,bMe47WjnV3YJ
515,20001,journals/sigmod/FernandezFLS97,kDYpG4mLjLkJ
2264,29625,journals/tods/BrunoCG02,KAf2DUUVabIJ
1523,33562,conf/vldb/RezendeH98,niRuvMkp4r4J
1636,8364,conf/sigmod/HammerGIPUW95,Zihxu9CmhUkJ
2331,10875,journals/vldb/KnorrNT00,HghuvpVSK0AJ
135,15057,conf/vldb/IdrisGC94,_HRL1OsUSi4J
381,49987,journals/sigmod/Dogac98,KX9tZqfLvrgJ
444,18256,conf/sigmod/FungSG02,S6PWjHRFORYJ
2162,1240,conf/vldb/ChoALS02,rNu93TfKkd4J
561,19595,conf/sigmod/ChenZCKR01,CaplZan57x4J
695,19595,conf/sigmod/WhitneyS01,CaplZan57x4J
2488,7826,journals/sigmod/WenLMZ03,qqKIOKQQsUEJ
1314,59991,conf/sigmod/WangSCRZP97,QlxvLzPUG6gJ
688,1620,journals/sigmod/HasanMV96,hSWDGZiwxo8J
1390,1892,conf/sigmod/HanFWCZK96,hDi8HKsDrV0J
300,45834,conf/sigmod/CuiOTS03,muZ1u31Qbz0J
1086,45989,conf/vldb/GalhardasFSSS01,BeJcXCnfyhAJ
2205,27890,journals/tods/LitwinN96,cajg4akIrU8J
712,39362,journals/sigmod/Sidell96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245906%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
458,5480,conf/sigmod/ChaudhuriGN02,iCg06Oc9DV8J
2151,40836,conf/vldb/ChenHWW02,exlmxQKU2_UJ
1944,43017,conf/vldb/AnciauxBP03,q42RuW4_FogJ
2064,43311,conf/vldb/LakshmananPH02,Ywgd3RbAfl0J
2381,30186,journals/vldb/ShethTP03,dJW1G3PAhEcJ
1825,63482,journals/sigmod/ChengP03,rZe5ozhlslMJ
2035,61040,conf/vldb/LuoNEW03,tbuNzuDUSFYJ
575,20001,conf/sigmod/FernandezMS01,kDYpG4mLjLkJ
548,28943,journals/sigmod/GriffinK98,fJn_2E8aihYJ
1608,49834,conf/sigmod/GatziuGD95,RvtHXIfsMasJ
1872,41047,journals/sigmod/KoubarakisTID03,qsKaCmfg6wgJ
2464,21711,journals/vldb/GutingS95,9bgA6C_HqvQJ
327,27254,journals/sigmod/PossasMCR00,m1bQrHdjTaUJ
1382,15556,conf/sigmod/SrikantA96,zuIhKVPjN_IJ
676,62871,conf/sigmod/GetoorTK01,bvdJYU3xG_YJ
535,6989,conf/sigmod/ChenRW02,9kVNirT3vMIJ
553,17394,journals/sigmod/TsotrasJS98,FkPcMtplo18J
186,15880,conf/sigmod/WangJLY03,chkvUTTcegEJ
2299,50132,journals/tods/GravanoGT99,9MI4jOOqkn4J
1657,8786,conf/sigmod/FaloutsosRM94,vmxFQL7lhKoJ
2059,56307,conf/vldb/KornMS02,M3_GeD5VaUgJ
2516,35083,journals/sigmod/BusslerFM02,RaOQG4YyzM4J
1756,54054,conf/vldb/MeoPC96,Opm5VlTzQTAJ
1812,59813,conf/vldb/GravanoG97,t9nmZzSMVAAJ
704,20946,conf/sigmod/GehrkeKS01,tOTe7iddlmMJ
302,46041,journals/sigmod/LeeC00,J-hdquISylkJ
2342,5856,journals/vldb/SinghalS97,qRnB_07lQVMJ
2165,53700,conf/vldb/GilbertKMS02,url:http://www.springerlink.com/index/L5N8N69107K2842N.pdf
2409,14433,journals/vldb/LaurentLSV01,TTIgIh9uC_YJ
1155,37033,conf/vldb/LuL00,wsC-whj5py4J
183,42535,conf/sigmod/DasGR03,K61rc1_f8WQJ
1129,49583,conf/vldb/ChoenniV00,OVbo251Jji0J
1485,48464,conf/sigmod/ParkCY95,6GeVTHhRq0oJ
799,60968,conf/sigmod/SaltenisJLL00,oAVbM_vepr8J
851,8699,conf/sigmod/AggarwalPWYP99,C8tFxD-_W10J
1693,23503,conf/sigmod/IoannidisL94,98QxJB9bUL0J
854,35765,journals/tods/Chomicki03,pHuL-9kHWH0J
2046,30946,conf/vldb/KornMZ03,pkeE0n5yZK0J
2254,54280,journals/tods/BaralisW00,I_YprPVQ45QJ
556,45907,conf/sigmod/ChaudhuriDN01,AiXOfJPvvpUJ
858,49655,conf/sigmod/LiBCS00,dWX1oyIQQCcJ
1330,29463,conf/sigmod/HammerGNYBV97,2rysKgS6lugJ
1073,36977,conf/sigmod/AgrawalGGR98,1rW7ao6gK-QJ
2163,19638,conf/vldb/YuSLJ02,g8e0xiRUkIwJ
1793,60486,conf/sigmod/AgrawalCFGHIIMMSS94,k-JpH9KVizoJ
615,6328,journals/sigmod/Widom96,TUOBVMb4PBsJ
1642,3162,conf/sigmod/WangCMSSZ94,KugPczTC3oMJ
204,63360,conf/sigmod/BabcockBDM03,PtqKnmKM77EJ
1254,11159,conf/vldb/BernsteinHJRW00,GJtc6TCE-hIJ
2259,42731,journals/tods/FukudaMMT01,lP571q5eN4gJ
633,37644,conf/sigmod/BertinoCF01,P2QpRavg-s4J
1907,6062,conf/vldb/BunemanDHOW95,GruVHotOoPQJ
1305,26373,conf/vldb/JohnsonA00,EPVkQkFM2osJ
796,55543,conf/sigmod/ChenJDTW00,GgMyAGZsyr4J
1579,8448,conf/vldb/MorimotoFMTY98,sOBRaiLLvZgJ
2084,19695,conf/vldb/AggarwalY02,5uimonC4q_QJ
1518,21004,conf/sigmod/Olson95,ihQ9lNELOzYJ
1312,5852,conf/sigmod/BerchtoldK97,KLzrIupmRloJ
656,12903,conf/sigmod/YuMWL01,XojbAfbtdvcJ
163,32218,conf/vldb/SripadaW94,VqNz3sp638UJ
302,30310,journals/sigmod/LeeC00,rDQK0rDegvoJ
1760,56000,conf/vldb/LabioG96,lr_Kq9SZLY8J
2021,16148,conf/vldb/LimWV03,xmZ0b0yNt_0J
302,52941,journals/sigmod/LeeC00,SGxbkJFLa3oJ
1036,22169,conf/vldb/YangG01,8tkAk8aaEfMJ
856,43701,conf/sigmod/YangYW00,hgmxgWi-o98J
1733,13237,conf/vldb/GyssensL97,63gVuKEubzQJ
1274,31382,conf/vldb/RisheYACLMVSV00,H_tzR6yoJLEJ
1246,2007,conf/sigmod/HoAMS97,oAlX0rVQqlIJ
2332,63746,journals/vldb/TorpJS00,bSRLP5_ErFMJ
1852,55939,journals/sigmod/AilamakiH03,J9MeFW0vDJAJ
1559,29299,conf/sigmod/GriffinL95,yZQP953-Bo4J
1208,24346,conf/sigmod/MeccaAMMS98,Lv38QFth5coJ
945,15076,conf/sigmod/ChaudhuriMN99,b9uF_OTTHIEJ
805,58638,journals/sigmod/DrewHKKLLLSW95,X5yM2i3H3_wJ
384,41612,conf/sigmod/KoudasS03,d8BBxc5Ato8J
433,21317,conf/sigmod/HellersteinW02,qz24tfFNHuoJ
451,36418,journals/sigmod/FrankGGJKLMNPSSSTW99,TtOZHSbmvH4J
727,25736,journals/sigmod/KarlapalemLS95,4HE7xZA0xF0J
2273,9394,journals/tods/ZaharioudakisCF97,MCuFKbwcWIIJ
40,22554,journals/sigmod/SlivinskasJS02,_qopgNiYmXQJ
5,36331,conf/vldb/FerrandinaMZFM95,yQ2TMZ92GaIJ
849,53460,journals/tods/TaoSP03,OpFfGslW8iwJ
1394,56000,conf/sigmod/ChawatheRGW96,lr_Kq9SZLY8J
1986,40074,conf/vldb/WangZL03,4XF3ZlXQAEgJ
787,53521,journals/sigmod/Qian95b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219772%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
36,51078,conf/vldb/DidriksenGD95,0TNJ5d1tfkEJ
1595,45329,conf/vldb/ZimbraoS98,1KckBFVfgyMJ
860,7956,conf/sigmod/MerialdoAMMP00,GOMaqU-ZlTIJ
1069,55836,conf/vldb/OzsuLON01,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/08830355/2001/00000035/00000002/art00013%26unc%3D
1661,53496,conf/vldb/AlonsoHST97,jZFEInt2ea8J
1872,57880,journals/sigmod/KoubarakisTID03,ZIfC0glW9xMJ
852,898,conf/sigmod/HsuLG00,url:http://www.ingentaconnect.com/content/els/09505849/1999/00000041/00000013/art00045
222,52372,journals/sigmod/BallMRZ02,my7mYCzEEJAJ
1232,45627,conf/sigmod/HanKK97,-X-ZldO8A7kJ
2080,47414,conf/vldb/IlyasAE02,vfCFumS9QtkJ
1277,63305,conf/vldb/PedersenJD00,6eheB6Kct4MJ
208,11534,conf/vldb/TsatalosSI94,--1aoAaGkgQJ
1182,9296,conf/sigmod/AcharyaFZ97,X0fku9MqAh0J
984,27216,conf/sigmod/LiVCAHMWBCHIKSS99,Lk1un_UK5hEJ
2402,62367,journals/vldb/JagadishKNS00,hrsc329vaaMJ
1774,16755,conf/vldb/BerchtoldKK96,NDkvnp4RrVAJ
297,32702,conf/sigmod/PapadiasTFS03,7HvPXnU4DB8J
1456,49657,conf/sigmod/CookKWZ96,Qzi0ujLFA5AJ
844,22483,conf/sigmod/LehnerSPC00,bDuu6x2n1tgJ
2059,12952,conf/vldb/KornMS02,9rDLhwM_4mYJ
2255,58907,journals/tods/LiC01,wXCJwg20DXIJ
1984,52967,conf/vldb/WangSG03,yjZolbzEP6wJ
456,12952,conf/sigmod/SismanisDRK02,9rDLhwM_4mYJ
2002,30353,conf/vldb/Amer-YahiaFSX03,4lrUNCU4HkoJ
1192,12054,conf/vldb/PapadiasT01,c-rJ2AIMUjwJ
247,56909,conf/sigmod/WangPFY03,0a2EXdINy0QJ
1717,39791,conf/sigmod/PangCL94,SBKjIGdxMM0J
552,36045,conf/sigmod/BreunigKKS01,bzQ27saNoRIJ
1390,32980,conf/sigmod/HanFWCZK96,ZympjYazs6QJ
1982,24224,conf/vldb/SattlerGS03,wRVEXN3YXD0J
116,7407,conf/vldb/Fecteau95,LhjvKpDcJKUJ
2475,46788,journals/vldb/LinJF94,YOmjd7tKrWgJ
851,57023,conf/sigmod/AggarwalPWYP99,04lWCkAtvMcJ
2312,6608,journals/vldb/NgS98,RPWDtUmq6_QJ
908,6818,conf/sigmod/CruzJ99,J5YdKH6p7g4J
321,40993,conf/sigmod/KimC03,-NzSdQ84uY0J
1064,13747,conf/sigmod/NgLHP98,EsSRui40spgJ
1309,1500,conf/sigmod/GeneserethKD97,tVoqZpEEHv8J
2339,35758,journals/vldb/BerchtoldKK97,9UYo0M1RV7oJ
2006,61212,conf/vldb/HalversonBKKRTVWND03,jJpiJEoGcfUJ
2020,8651,conf/vldb/ChenL03,H8TTwedLtYsJ
2380,40485,journals/vldb/AgrawalHK03,4bvjebYsdRkJ
