i_dblp,j_sch,dblp_id,sch_id,cos_title,jaccard_title,dice_title,Levenshtein_title
370,29769,conf/sigmod/OlstonW02,KJ26gUP0PyIJ,0.0,0.0,0.0,0.21052631578947367
811,56307,conf/sigmod/KornM00,M3_GeD5VaUgJ,0.0,0.0,0.0,0.2142857142857143
1502,60362,conf/vldb/GoldmanSVG98,MdwCZg0RBHYJ,0.0,0.0,0.0,0.16216216216216217
1137,41955,conf/sigmod/LiS98,HgSuaW-dNhMJ,0.0498226598035717,0.1,0.18181818181818182,0.23404255319148937
1814,31028,conf/vldb/SeshadriLR97,thTt2lg4_Z8J,0.0,0.0,0.0,0.25
1725,37372,conf/sigmod/SeshadriLR94,beMsu5ebf30J,0.0,0.0,0.0,0.18918918918918914
999,3525,conf/sigmod/BohlenBD99,X2odIfnOC88J,1.0,1.0,1.0,1.0
802,11090,journals/sigmod/DunhamH95a,ShXp0F0h7Z4J,0.4287725798522155,0.5555555555555556,0.7142857142857143,0.8775510204081632
2099,60244,conf/vldb/GarofalakisG01,tYtl6ZxQ-_YJ,0.0,0.0,0.0,0.25555555555555554
392,56481,conf/sigmod/ZhangDWEMPMDR03,Qzwj4cCQBjQJ,0.0177299079191014,0.07142857142857142,0.13333333333333333,0.32258064516129037
2000,55512,conf/vldb/YangLH03,V5xSrBzb4zgJ,0.0,0.0,0.0,0.25
2085,45262,conf/vldb/ShegalovWBL02,hf84fEpX5agJ,0.0,0.0,0.0,0.21978021978021978
1076,57113,conf/vldb/ChaHKK01,aVfPBeE84psJ,0.0,0.0,0.0,0.22448979591836737
1270,60362,conf/sigmod/ChawatheG97,MdwCZg0RBHYJ,0.0,0.0,0.0,0.19565217391304346
2040,5892,conf/vldb/LeeHJT03,crz3O52EI0gJ,0.0,0.0,0.0,0.2033898305084746
737,51231,conf/sigmod/ZaharioudakisCLPU00,qzxeS4RQAhwJ,0.7991185265567251,0.875,0.9333333333333333,0.8666666666666667
271,1251,conf/sigmod/ChengKP03,c38zjmKdgFkJ,0.5706098461466683,0.4166666666666667,0.5882352941176471,0.5604395604395604
1926,50867,conf/vldb/PapakonstantinouAG96,NVS_rDpScp0J,0.0118068616411436,0.1111111111111111,0.2,0.26190476190476186
1435,54013,conf/vldb/ChaudhuriG99,Fh1QPZpWHUMJ,0.0553382409001372,0.1111111111111111,0.2,0.276595744680851
479,1954,conf/sigmod/DobraGGR02,VTBK-oipkLgJ,0.0,0.0,0.0,0.2535211267605634
2405,60701,journals/vldb/FuCCM00,2YFH0DLfNE4J,0.0047318722876075,0.043478260869565216,0.08333333333333333,0.19999999999999996
849,25808,journals/tods/TaoSP03,fDWfHiQ6BR4J,0.2794883005006637,0.3,0.46153846153846156,0.4363636363636364
1135,51277,conf/sigmod/KornackerSH98,O81USJg2EhwJ,0.0,0.0,0.0,0.21153846153846156
1945,6005,conf/vldb/YuAA03,V0_hT86udqsJ,0.0,0.0,0.0,0.1515151515151515
1931,45734,conf/vldb/PapadiasZMT03,qk4iepBGiWYJ,0.0415081402749711,0.1,0.18181818181818182,0.19354838709677424
2087,10784,conf/vldb/LiHKSPAC02,T6NrBxCU2moJ,0.0707346332002458,0.1875,0.3157894736842105,0.2894736842105263
1391,27296,conf/vldb/GarofalakisRS99,eQlApCaSdEEJ,0.0,0.0,0.0,0.27941176470588236
845,7380,conf/sigmod/BressanGOT00,C8RLbWKCgicJ,0.0065291365908608,0.0625,0.11764705882352941,0.203125
883,39163,conf/sigmod/CallanCD99,W5Ch7V5niEEJ,0.0,0.0,0.0,0.25
1180,5384,conf/sigmod/ZhaoDN97,E4fU9kpfXQsJ,0.2748900425505504,0.16666666666666666,0.2857142857142857,0.536231884057971
2186,56806,journals/tods/SrivastavaSRN95,_PvsfC9ZjYMJ,0.3643594481880829,0.25,0.4,0.4375
1268,36530,conf/sigmod/RafieiM97,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294143CI,1.0000000000000002,1.0,1.0,1.0
707,38183,conf/sigmod/AggarwalY00,nJ-qtwj_qF8J,0.0,0.0,0.0,0.22999999999999998
2277,18263,journals/tods/WangBBJ97,qtIsvZJKhSUJ,0.0258257594342955,0.11764705882352941,0.21052631578947367,0.19402985074626866
745,21671,journals/sigmod/Lee95,tI2YHAaSJ7MJ,1.0,1.0,1.0,1.0
2487,34288,conf/vldb/CareyHMW96,NLHsIfIjdWAJ,0.0066237295482555,0.07692307692307693,0.14285714285714285,0.2222222222222222
1965,46257,conf/vldb/HardingLM03,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200404612243MT,0.0,0.0,0.0,0.2247191011235955
1694,50867,conf/vldb/SilversteinBMU98,NVS_rDpScp0J,0.0,0.0,0.0,0.20833333333333337
2153,13474,conf/vldb/DittrichSTW02,Mc1aUlZ-_4cJ,0.0204877833274474,0.043478260869565216,0.08333333333333333,0.2680412371134021
1561,57693,conf/vldb/MengLYWCR98,DRp1iFn7znkJ,0.008013703761099,0.06666666666666667,0.125,0.3076923076923077
2391,37209,journals/vldb/Amer-YahiaCLS02,LI_7t59SXi4J,0.0,0.0,0.0,0.1428571428571429
1762,53253,conf/sigmod/Kim94,GzJII5F7OzAJ,1.0000000000000002,1.0,1.0,1.0
2100,37033,conf/vldb/LiuJ02,wsC-whj5py4J,0.0,0.0,0.0,0.1515151515151515
76,48115,conf/vldb/OuzzaniAB94,p0TLPzS0K4oJ,1.0000000000000002,1.0,1.0,1.0
1681,8002,conf/vldb/GeorgeH98,sQMUAByDXXoJ,0.2224019769684248,0.3,0.46153846153846156,0.33333333333333337
2275,37034,journals/tods/WolfsonJH97,2TdMgCOrixEJ,0.0,0.0,0.0,0.23076923076923073
1004,28728,conf/sigmod/NatsevRS99,2TVYDBNYioIJ,0.0,0.0,0.0,0.27118644067796616
1166,7556,conf/vldb/DattaDTVRF01,QWxloAwTREAJ,0.1941855572862284,0.2631578947368421,0.4166666666666667,0.39814814814814814
2083,4784,conf/vldb/ShengBDM02,efb9Alwb57EJ,0.0,0.047619047619047616,0.09090909090909091,0.20454545454545459
126,17842,conf/vldb/BrownMCL94,E-1nAx7gc-8J,0.0050501756701758,0.05,0.09523809523809523,0.19148936170212771
1824,15635,conf/vldb/FaloutsosJS97,ZZUl2Dc1MPsJ,0.0,0.0,0.0,0.22535211267605637
1657,23631,conf/sigmod/FaloutsosRM94,NqewK_dmRawJ,0.296383009322389,0.3333333333333333,0.5,0.96
728,13746,conf/sigmod/SzalayGKT00,Yiyko_0KiEIJ,0.0,0.0,0.0,0.1807228915662651
1649,37511,conf/sigmod/BilirisDGJR94,4bf1BkOuUNAJ,0.0,0.0,0.0,0.196078431372549
2304,46073,journals/vldb/HarderST99,gckQTLQjsj8J,0.0391730136025403,0.09090909090909091,0.16666666666666666,0.23809523809523814
1363,41089,conf/sigmod/ZhangRL96,8UbrDL0jsOYJ,1.0,1.0,1.0,1.0
598,24253,conf/sigmod/AfratiLU01,bCj7bOIqDc0J,0.0089961996785917,0.08333333333333333,0.15384615384615385,0.18000000000000005
717,25638,conf/sigmod/ChangC01,BGagLieYacQJ,1.0,1.0,1.0,1.0
2247,11015,journals/tods/DekhtyarRS01,nXvDy_QqSd4J,0.0512402883694123,0.1111111111111111,0.2,0.2142857142857143
1739,9296,conf/vldb/AcharyaFZ96,X0fku9MqAh0J,0.0,0.0,0.0,0.23880597014925375
1590,63884,conf/vldb/FangSGMU98,hnMltY0uSf0J,0.0758002105540741,0.14285714285714285,0.25,0.43243243243243246
2334,57,journals/vldb/HaasCLS97,tGNFoB_K6WwJ,0.0,0.0,0.0,0.19999999999999996
2396,1689,journals/vldb/BraumandlKKKKSS01,DSF-ukHbE64J,0.0933310475728011,0.13333333333333333,0.23529411764705882,0.2588235294117647
2269,35125,journals/tods/LakshmananSS01,SdqZz-Rnmk4J,0.0,0.0,0.0,0.203125
2007,35125,conf/vldb/ChenJLP03,SdqZz-Rnmk4J,0.0798990016767976,0.07692307692307693,0.14285714285714285,0.2962962962962963
235,53598,conf/vldb/XieH94,YMluKoJrxMcJ,0.0346951772270292,0.1111111111111111,0.2,0.23863636363636365
1198,20434,conf/vldb/LabrinidisR01,DKUouEkK_b4J,0.0,0.0,0.0,0.20270270270270274
1949,41536,conf/vldb/HageJPST03,kOaxP3Tvr7cJ,0.038003486904727,0.11764705882352941,0.21052631578947367,0.28
2146,16975,conf/vldb/ChanGR02,MbzMAsLHlfEJ,0.0,0.0,0.0,0.19354838709677424
876,62262,conf/sigmod/YerneniLGU99,a763Ng-Wqh8J,0.0,0.0,0.0,0.29824561403508776
2327,12849,journals/vldb/MuthOPW00,6HMffRHCspAJ,0.0,0.0,0.0,0.2551020408163265
1578,17457,conf/vldb/OoiGT98,xv1webZ985MJ,0.0426740011635921,0.07142857142857142,0.13333333333333333,0.26315789473684215
1926,35136,conf/vldb/PapakonstantinouAG96,cu9DXtjeF24J,0.0,0.0,0.0,0.2264150943396226
1476,55087,conf/sigmod/HarinarayanRU96,-ha8fD8Kj_oJ,0.0,0.0,0.0,0.3142857142857143
1318,40915,conf/vldb/MendelzonV00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D603886%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0,0.0,0.0,0.2857142857142857
2048,23987,conf/vldb/IwerksSS03,GBXTi3PExmEJ,0.0,0.0,0.0,0.19753086419753085
2276,30038,journals/tods/LakshmananLRS97,5HstPUbtZ1QJ,0.1201291516262828,0.1111111111111111,0.2,0.40816326530612246
1065,59690,conf/vldb/ChienTZ01,yCQf5tQglE0J,0.0416489667900345,0.18181818181818182,0.3076923076923077,0.4117647058823529
1069,30762,conf/vldb/OzsuLON01,vIXMldT9rWUJ,0.0028398154716086,0.045454545454545456,0.08695652173913043,0.2325581395348837
1089,9537,conf/vldb/KahveciS01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D637417%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0,0.0,0.0,0.19148936170212771
258,45072,conf/sigmod/GuptaLM03,Re6re8Yi7GAJ,0.0,0.0,0.0,0.21621621621621623
520,29796,journals/sigmod/SilberschatzZ97,So_H9Oer6lsJ,0.0,0.0,0.0,0.20833333333333337
1435,55436,conf/vldb/ChaudhuriG99,XWF4kOtaoJkJ,0.0,0.0,0.0,0.21568627450980393
548,34473,journals/sigmod/GriffinK98,Dh9nd0jPp3sJ,0.0059676475641832,0.07142857142857142,0.13333333333333333,0.31746031746031744
573,13592,conf/sigmod/HernandezMHYHT01,0Fegsy747VUJ,0.0,0.0625,0.11764705882352941,0.23076923076923073
2213,32318,journals/vldb/YangW03,VTDU8nvDyOUJ,0.0,0.0,0.0,0.25806451612903225
2030,30921,conf/vldb/HeMYW03,X3pjISS_wtcJ,0.0078290919208872,0.15,0.2608695652173913,0.26582278481012656
1317,45766,conf/sigmod/LabioZWGGW97,cqqUk1J-3cIJ,0.1705601596025351,0.08333333333333333,0.15384615384615385,0.19047619047619047
980,50318,conf/vldb/MeccaCM01,r3Td_K_A2J4J,0.0285561954164762,0.07142857142857142,0.13333333333333333,0.3538461538461538
752,20101,conf/sigmod/MoonSL00,TZ-Y8cf5QpYJ,0.0,0.0,0.0,0.23655913978494625
1153,56662,conf/sigmod/LiYVGPUV98,pzPZuUoWej8J,0.1137809431726488,0.23076923076923078,0.375,0.2698412698412699
2454,39735,journals/vldb/AgrawalAJL95,mzEHvKsUv5QJ,0.1178118055728486,0.16666666666666666,0.2857142857142857,0.3392857142857143
1610,54097,conf/vldb/YangKL97,q0P7JqpYTCUJ,0.0,0.0,0.0,0.2421052631578947
2345,47147,journals/vldb/ChenHY97,EjmWAS0GcO8J,0.0,0.0,0.0,0.2191780821917808
1492,28212,conf/sigmod/IoannidisP95,HKPOQm4QcQcJ,0.0520138376245271,0.15384615384615385,0.26666666666666666,0.375
1749,39165,conf/sigmod/SinghTW94,aK4zTCdP-xcJ,0.0,0.0,0.0,0.2321428571428571
73,3978,conf/vldb/BrownCC94,Lesnaoi3FXAJ,0.5488379362564859,0.4444444444444444,0.6153846153846154,0.6229508196721312
1501,1910,conf/sigmod/BersonGM95,AdvsjAZhCc8J,0.0,0.0,0.0,0.6415094339622642
1361,6037,conf/vldb/GionisIM99,afWoiVr-LTYJ,0.1621726108691926,0.14285714285714285,0.25,0.44285714285714284
525,34812,conf/sigmod/LuoKMPWLN02,YQnqgdlGO5oJ,0.0,0.0,0.0,0.21153846153846156
1088,24372,conf/sigmod/SubramanianV98,8CmT_IGF3dQJ,0.0,0.0,0.0,0.17808219178082196
1655,5760,conf/sigmod/CareyFZ94,xuE2g4v2AjYJ,0.8168781827093977,0.6,0.75,0.7115384615384616
61,52613,conf/vldb/MogiK95,G-ggEZEKjT8J,0.0422589430351479,0.09090909090909091,0.16666666666666666,0.27083333333333337
2308,57064,journals/vldb/LawLG99,cpoDCxpjl1wJ,0.0045646285411628,0.05263157894736842,0.1,0.1917808219178082
2242,61894,journals/tods/KossmannS00,XyQ6cXyNPN4J,1.0,1.0,1.0,1.0
811,12952,conf/sigmod/KornM00,9rDLhwM_4mYJ,0.0334998188460895,0.11764705882352941,0.21052631578947367,0.32499999999999996
1993,5001,conf/vldb/AbiteboulABBNM03,-cQmLk2JnawJ,0.0,0.0,0.0,0.16279069767441856
498,30922,conf/sigmod/RamanH02,aFuBut1W_KEJ,0.0,0.0,0.0,0.26315789473684215
796,19999,conf/sigmod/ChenJDTW00,AcAmeVxt_YoJ,0.0,0.0,0.0,0.28358208955223885
2265,59811,journals/tods/LiuDL02,8yN8Mk6A9Z4J,0.0,0.0,0.0,0.2666666666666667
1933,54908,conf/vldb/WangC03,YyPD6X9IFd8J,0.0,0.0,0.0,0.26315789473684215
1848,24999,conf/vldb/CiacciaPZ97,cnDPbkX4F2cJ,1.0,1.0,1.0,1.0
345,38035,journals/sigmod/BertinoEH01,JSzfxAgs4pgJ,0.0,0.0,0.0,0.17543859649122806
2444,40336,journals/vldb/AtkinsonM95,OxVQMeJsXngJ,0.0,0.0,0.0,0.19298245614035092
1391,24531,conf/vldb/GarofalakisRS99,dV7p-cfTjUQJ,0.0,0.0,0.0,0.23529411764705888
2332,11987,journals/vldb/TorpJS00,0IeLWfNYZEYJ,0.0094228682127419,0.08333333333333333,0.15384615384615385,0.23880597014925375
512,37394,conf/sigmod/JosifovskiSHL02,89WHY6hZ22UJ,0.0063366747098774,0.125,0.2222222222222222,0.24561403508771928
581,22447,journals/sigmod/Han98,lwZ7EjZwrZ0J,1.0,1.0,1.0,1.0
297,60595,conf/sigmod/PapadiasTFS03,TmcyYF1CNsYJ,0.041259784401482,0.17647058823529413,0.3,0.3846153846153846
26,725,conf/vldb/LuSL95,XbvJHTrcf74J,0.0,0.0,0.0,0.29824561403508776
1052,26004,conf/sigmod/BerchtoldK98,oKxmbGqneFwJ,0.1321065712152062,0.2,0.3333333333333333,0.3666666666666667
1760,4591,conf/vldb/LabioG96,0NK87fQBfPUJ,0.0,0.0,0.0,0.25396825396825395
112,56119,journals/sigmod/HuangKL02,_gwfttQaTEkJ,0.0,0.0,0.0,0.20512820512820518
1019,4364,conf/sigmod/GarofalakisRRS99,WHHfHdG_ougJ,0.0,0.0,0.0,0.2142857142857143
2380,45397,journals/vldb/AgrawalHK03,-sWlL27yCP0J,0.1100323893071343,0.13333333333333333,0.23529411764705882,0.18666666666666665
1066,22869,conf/vldb/ManolescuFK01,inDI0X1MJG4J,0.7415533364400305,0.75,0.8571428571428571,0.9433962264150944
1984,23705,conf/vldb/WangSG03,5GiZORgGjIAJ,0.0,0.0,0.0,0.22388059701492535
1743,28746,conf/vldb/SrivastavaDJL96,gDFpwto83b4J,0.0,0.0,0.0,0.23913043478260865
1645,1793,conf/sigmod/ZhangNBB94,vEk_D378Fb4J,0.006270076465986,0.0625,0.11764705882352941,0.2727272727272727
372,24151,conf/sigmod/MaddenSHR02,J89lD2VPyEUJ,0.0,0.0,0.0,0.2674418604651163
589,16272,conf/sigmod/OlstonWL01,IJDg4R1pw6EJ,0.0,0.0,0.0,0.18681318681318682
702,21811,conf/sigmod/WuAA01,Dmua8faBijAJ,0.0106071797042501,0.10526315789473684,0.19047619047619047,0.2558139534883721
2523,51717,conf/vldb/ShaferAM96,cYUloixbsjsJ,0.0302755799461842,0.058823529411764705,0.1111111111111111,0.23076923076923073
394,63537,conf/sigmod/PaparizosACJLNPSWWY03,U6tOY_M3CeQJ,0.0083099906054257,0.07142857142857142,0.13333333333333333,0.23636363636363633
669,29999,conf/sigmod/ChenGM01,Vgf5xYZ-mbIJ,0.0,0.0,0.0,0.23404255319148937
411,25045,conf/sigmod/OoiTZGLLLNSWZ03,5g9JKqiXKF0J,0.0,0.0,0.0,0.21999999999999997
1960,4248,conf/vldb/GalanisWJD03,uVposQ8rUNQJ,0.0,0.0,0.0,0.19402985074626866
969,38370,conf/vldb/AgrawalSX01,iABZEL2Zoz8J,0.0,0.0,0.0,0.2542372881355932
1146,50340,conf/sigmod/RaoR98,2GUwicKtWTUJ,0.0,0.058823529411764705,0.1111111111111111,0.29268292682926833
413,18675,conf/sigmod/LiuFP03,url:http://portal.acm.org/citation.cfm%3Fid%3D872757.872840,0.0,0.0,0.0,0.18518518518518523
112,6669,journals/sigmod/HuangKL02,ZYZ0ZhUG-igJ,0.0,0.0,0.0,0.17948717948717952
569,23352,journals/sigmod/KuokFW98,mAa3Z0nZY1AJ,0.0067497080964963,0.05555555555555555,0.10526315789473684,0.2359550561797753
1276,27940,conf/sigmod/LivnyRBCDLMW97,HTfY0R_kBtoJ,0.0,0.0,0.0,0.25806451612903225
1037,61135,conf/sigmod/ChanI98,VC7Jbwgn_O0J,0.9999999999999998,1.0,1.0,1.0
2441,29434,journals/vldb/OzsuPSILM95,epUf9ogilogJ,0.7631354182564053,0.6666666666666666,0.8,0.6935483870967742
1920,4822,conf/vldb/DarFJST96,cM4adSkCTK0J,0.6960663364571344,0.625,0.7692307692307693,0.74
2064,57969,conf/vldb/LakshmananPH02,OtWd0BN7XWoJ,0.0,0.0,0.0,0.19047619047619047
1235,39428,conf/vldb/CasatiS00,tCrfb27dXiwJ,0.0,0.0,0.0,0.2407407407407407
928,55715,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,tAnONC5J2W8J,0.0,0.0,0.0,0.26190476190476186
2000,49848,conf/vldb/YangLH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027683%26type%3Dpdf,0.0056168801572942,0.058823529411764705,0.1111111111111111,0.2650602409638554
1767,13625,conf/vldb/SeshadriLR96,1rcDwhVp-o8J,0.01045695425884,0.1111111111111111,0.2,0.2716049382716049
59,4564,journals/sigmod/BerzalM02,U7glO1ebLPYJ,0.7666798568270723,0.7142857142857143,0.8333333333333334,0.7446808510638299
2192,18527,journals/tods/ChenHM95,CZkreaBp75kJ,0.0,0.0,0.0,0.1910112359550562
987,62711,conf/sigmod/RundensteinerCLCZNJLW99,qe6f_iU-siYJ,0.0,0.0,0.0,0.14893617021276595
1182,30907,conf/sigmod/AcharyaFZ97,ZsHfcZJwFQQJ,0.011820953495026,0.15384615384615385,0.26666666666666666,0.30645161290322576
928,8359,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,dNK16sHm9eUJ,0.0230905523516073,0.1111111111111111,0.2,0.29761904761904767
697,26139,conf/sigmod/KriegelMPS01,VSQ0v1UlIvoJ,0.0,0.0,0.0,0.2622950819672131
1777,39603,conf/vldb/CareyD96,lW_0wZmDIaIJ,0.7386978415077182,0.7,0.8235294117647058,0.7333333333333334
1549,52019,conf/sigmod/DuSD95,zTDB5YOS6jIJ,0.0,0.0,0.0,0.2666666666666667
372,45038,conf/sigmod/MaddenSHR02,kjtuCATx_uoJ,0.8061318126630355,0.6666666666666666,0.8,0.7547169811320755
458,44058,conf/sigmod/ChaudhuriGN02,ci04dpI4WvYJ,0.0639053043302034,0.1111111111111111,0.2,0.276595744680851
824,46101,conf/sigmod/BlakeleyD00,ZSR-MThg9UEJ,0.9999999999999998,1.0,1.0,1.0
1629,5181,conf/vldb/StathatosRB97,ubOeBh7Lk8sJ,0.609821478063477,0.7142857142857143,0.8333333333333334,0.9333333333333333
1541,44961,conf/sigmod/WilschutFA95,bEddMdwB2_4J,0.0068894218327468,0.07692307692307693,0.14285714285714285,0.21666666666666667
1390,61007,conf/sigmod/HanFWCZK96,CZGjStvTkZUJ,0.2926795358438474,0.3076923076923077,0.47058823529411764,0.4871794871794872
358,8364,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,Zihxu9CmhUkJ,0.0166966053557656,0.07692307692307693,0.14285714285714285,0.27419354838709675
1954,31544,conf/vldb/MiklauS03,gIKwrx708HMJ,0.0443597039435665,0.13333333333333333,0.23529411764705882,0.14516129032258063
1744,21346,conf/sigmod/FlokstraKS94,_uAjDh22Y_EJ,1.0000000000000004,1.0,1.0,1.0
1521,48658,conf/vldb/GingrasL98,UByN6paxEXwJ,0.0,0.06666666666666667,0.125,0.16923076923076918
1806,19780,conf/vldb/BaralisPT97,Cp7_R7yjRjQJ,0.2351811244788786,0.36363636363636365,0.5333333333333333,0.9152542372881356
2510,41790,conf/vldb/BertinoBFS96,XpY2UPc6vP0J,0.1248356909381938,0.125,0.2222222222222222,0.38095238095238093
2459,23543,journals/vldb/C95a,r9tT5zsNnCQJ,1.0,1.0,1.0,1.0
2218,62327,journals/vldb/HalkidiNVV03,sNpQwKbVu_MJ,0.0,0.0,0.0,0.24742268041237114
2320,20001,journals/vldb/BunemanFS00,kDYpG4mLjLkJ,0.0145966658287963,0.05555555555555555,0.10526315789473684,0.33333333333333337
411,27623,conf/sigmod/OoiTZGLLLNSWZ03,0h4V35iDa9EJ,0.0,0.0,0.0,0.1578947368421053
1273,16284,conf/sigmod/BrinMS97,AXRuaD-82zEJ,1.0,1.0,1.0,1.0
1552,9283,conf/vldb/HoskingC99,edlRohX4M8MJ,0.0079985893672358,0.037037037037037035,0.07142857142857142,0.2543859649122807
1798,60428,journals/sigmod/TanK03,ZzsXx-hJkeUJ,0.021140407626116,0.13333333333333333,0.23529411764705882,0.29729729729729726
866,51588,conf/sigmod/PeiMHZ00,ue3gCyIirokJ,0.0036181713254769,0.05263157894736842,0.1,0.17582417582417587
895,14611,conf/sigmod/IvesFFLW99,0dEQ9YTk3osJ,0.0,0.0,0.0,0.2909090909090909
858,21145,conf/sigmod/LiBCS00,rub-_OWdgFoJ,0.0,0.0,0.0,0.19565217391304346
888,38515,conf/sigmod/AggarwalWY99,CkWXqn7o2LUJ,0.0051301681700206,0.045454545454545456,0.08695652173913043,0.25
1148,12024,conf/vldb/WuFSP00,NEXeIPKVaTkJ,0.0,0.0,0.0,0.19298245614035092
1863,56100,conf/vldb/ChenRS95,4Hhh-d__bksJ,0.0,0.0,0.0,0.09615384615384615
1416,6362,conf/sigmod/ShatdalN95,Y1lEnVPl6d8J,0.0,0.0,0.0,0.19298245614035092
360,17835,conf/sigmod/HacigumusILM02,Drq1slDkthQJ,0.0032743263740596,0.043478260869565216,0.08333333333333333,0.25531914893617025
2101,54171,conf/vldb/SarawagiBKM02,egc4wGonDjwJ,0.0,0.0,0.0,0.180327868852459
1378,64164,conf/vldb/JagadishKNS99,W8O7pgTYGTYJ,1.0,1.0,1.0,1.0
1303,41359,conf/vldb/ManegoldBK00,xWYu2JWiF_kJ,0.0300914436125391,0.05263157894736842,0.1,0.20547945205479456
1364,17691,conf/vldb/CareyCNVDRSM99,u64n4yMnma4J,0.0,0.0,0.0,0.21794871794871795
1960,34718,conf/vldb/GalanisWJD03,05ShsIGjnKkJ,0.0,0.0,0.0,0.19999999999999996
404,38294,conf/sigmod/Amer-YahiaFSX03,yepFMydfup8J,0.0043830649811408,0.05263157894736842,0.1,0.25555555555555554
1611,11152,conf/vldb/TheodoratosS97,CVUC4Rc5JU8J,1.0,1.0,1.0,1.0
656,38515,conf/sigmod/YuMWL01,CkWXqn7o2LUJ,0.0040738051546693,0.043478260869565216,0.08333333333333333,0.17391304347826086
343,27438,conf/sigmod/MaddenFHH03,b9r9U3OwrkcJ,0.0064874441999281,0.058823529411764705,0.1111111111111111,0.2272727272727273
939,12974,conf/sigmod/FlorescuLMS99,b6axLoCrkDwJ,0.0070267160379197,0.06666666666666667,0.125,0.2295081967213115
1672,12559,conf/sigmod/BrinkhoffKSS94a,feUBtHjRq0cJ,0.1031824334057623,0.1875,0.3157894736842105,0.20895522388059706
779,9309,journals/sigmod/NgH95,063E6WIOPaQJ,0.0,0.0,0.0,0.17500000000000004
1768,9823,conf/vldb/ChaudhuriS96,if5vzPT-qIAJ,0.07592979354691,0.1111111111111111,0.2,0.23076923076923073
700,62384,conf/sigmod/Amer-YahiaCLS01,b2r9OZJJ4sgJ,0.4513467929112276,0.3333333333333333,0.5,0.4821428571428571
1753,61193,conf/sigmod/GorelikWD94,7FUOWtSbiogJ,0.0,0.0,0.0,0.20833333333333337
2139,43701,conf/vldb/AgrawalKSX02,hgmxgWi-o98J,0.0,0.0,0.0,0.13636363636363635
1461,2698,conf/sigmod/Tajima96,IZSzLlgi8tUJ,1.0000000000000002,1.0,1.0,1.0
567,12055,conf/sigmod/LeeWMS01,40H0PHbmpNYJ,0.0,0.0,0.0,0.23076923076923073
2186,45210,journals/tods/SrivastavaSRN95,50iJBXlEWNsJ,0.0,0.0,0.0,0.28915662650602414
91,24369,conf/vldb/AgrawalS94,cIJQ0qxrkMIJ,1.0000000000000002,1.0,1.0,1.0
2191,43110,journals/tods/MumickFPR96,c_n0wQe1FhAJ,0.0,0.0,0.0,0.18644067796610164
355,43663,journals/sigmod/LawderK01,MGC5s499NnoJ,0.3063052453882392,0.35714285714285715,0.5263157894736842,0.24675324675324672
297,62152,conf/sigmod/PapadiasTFS03,gTDhY2NCYGAJ,0.0085558042077619,0.09523809523809523,0.17391304347826086,0.28
1405,29369,conf/sigmod/SeshadriHPLRSSS96,XakgZtFUg1wJ,0.0555402141050334,0.14285714285714285,0.25,0.09836065573770492
1945,62302,conf/vldb/YuAA03,xsaovu54vl4J,0.0,0.0,0.0,0.25757575757575757
1177,35369,conf/sigmod/GriffinH97,H1E3GuQcoUAJ,0.099474266680272,0.2,0.3333333333333333,0.3820224719101124
777,50711,conf/sigmod/ChenDLT00,fJQ7Col2vYsJ,0.0258686878280138,0.15384615384615385,0.26666666666666666,0.26530612244897955
2470,58740,journals/vldb/GeorgakopoulosRL94,isueaYy3pm4J,0.0,0.0,0.0,0.20895522388059706
618,56316,conf/sigmod/GoldsteinL01,FgulWljSwOEJ,0.0,0.0,0.0,0.23287671232876717
939,27095,conf/sigmod/FlorescuLMS99,LJKpMU1tIlcJ,0.0308690012806273,0.05555555555555555,0.10526315789473684,0.23809523809523814
543,27095,journals/sigmod/FlorescuLM98,LJKpMU1tIlcJ,0.0437833364454885,0.1875,0.3157894736842105,0.2698412698412699
2352,61902,journals/vldb/ChakrabartiDAR98,jNb5aoFeS7wJ,0.0834316316864073,0.18181818181818182,0.3076923076923077,0.3284671532846716
2488,16686,journals/sigmod/WenLMZ03,W7IJYMTxZZEJ,0.0,0.0,0.0,0.21505376344086025
362,13693,conf/sigmod/KaushikBNK02,ChD3-mp23f8J,0.0,0.0,0.0,0.29824561403508776
1849,2406,conf/vldb/HaasKWY97,KDmDmzZRwr0J,0.0,0.0,0.0,0.2666666666666667
2010,49306,conf/vldb/AggarwalHWY03,SVt9U79mFdMJ,0.0247864571264175,0.13333333333333333,0.23529411764705882,0.28985507246376807
