i_dblp,j_sch,dblp_id,sch_id,cos_title
811,47899,conf/sigmod/KornM00,VSR4PwHmGWsJ,0.04013814479002415
518,55756,conf/sigmod/PossSKL02,rwuw1MV4wlwJ,0.0
2029,7148,conf/vldb/JiangWL03,64fMPB-atd8J,0.0
1424,29440,conf/sigmod/RothAHCCFSTW96,ILDKDWTgNHwJ,1.0
1138,29046,conf/vldb/MatiasVW00,KvsmVlCdtKAJ,0.0060084301876858065
2369,45123,journals/vldb/HjaltasonS02,Z24x2fvsNQgJ,0.4070742121410991
1672,37089,conf/sigmod/BrinkhoffKSS94a,0YTOHF51qi8J,0.13191591182939788
2367,31464,journals/vldb/FengYLH02,isEy2RUnkkoJ,0.0
721,54772,conf/sigmod/ChoSG00,4ioZ9JSSjVQJ,0.0
1088,34594,conf/sigmod/SubramanianV98,H5bVePnEohQJ,0.0
126,35903,conf/vldb/BrownMCL94,xkvXoYlg2-cJ,0.0
2144,37084,conf/vldb/LudascherMP02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776989%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.019512185486722712
1154,42761,conf/sigmod/ChenWZ98,kJ404kEj1BMJ,0.0
2347,22891,journals/vldb/CatarciSC97,frbExwv4DiwJ,0.0
1158,62882,conf/sigmod/TsurUACMNR98,swPpkmm8SdYJ,0.0
1390,24544,conf/sigmod/HanFWCZK96,j_JI52ov_kYJ,0.023812286704363406
1338,32490,conf/vldb/WangHH00,nwWpGh3Mx7MJ,0.0
396,1240,conf/sigmod/ChoALS03,rNu93TfKkd4J,0.006484047686948503
2010,40467,conf/vldb/AggarwalHWY03,Su_ZjtcH7I0J,0.026249670966608303
128,23117,conf/vldb/LevyMS94,u2y1FpwC6cgJ,0.0
2454,28615,journals/vldb/AgrawalAJL95,oluSx3cC9tsJ,0.0
2189,29098,journals/tods/ShashaLSV95,1fKcOU28PAEJ,0.0
1823,50440,conf/vldb/Huyn97,9OYLimeDdj0J,0.9999999999999998
1131,117,conf/sigmod/AmbiteABKMMMPT98,YAkpVC1qgaIJ,0.9166364311982164
204,29528,conf/sigmod/BabcockBDM03,opfk5zx5vfMJ,0.17083679658886003
876,12430,conf/sigmod/YerneniLGU99,Vxg-4KP7FfEJ,0.0
896,63821,journals/tods/TaoP03,QnMrKru1S1MJ,0.2779162053892652
1814,33358,conf/vldb/SeshadriLR97,yXXD9DeXoAgJ,0.5854203923689073
2397,29020,journals/vldb/BernsteinPS00,url:http://portal.acm.org/citation.cfm%3Fid%3D335191%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3D335191%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0
398,57128,conf/sigmod/ZhouWGGZWXYF03,G4H0wLuSxaIJ,0.0
480,26201,conf/sigmod/ChenGMV02,yrL2Vv_e6F8J,0.0
1382,36330,conf/sigmod/SrikantA96,1HAB-tuw7N4J,0.009460942384708772
2345,49209,journals/vldb/ChenHY97,C4t8dEZNbjMJ,0.0
297,55541,conf/sigmod/PapadiasTFS03,egCgEjikCgAJ,0.08470344387962155
1720,36325,conf/sigmod/CareyDFHMNSSTTWZ94,5HV8kccLoZ4J,0.0
417,47729,conf/sigmod/LakshmananPZ03a,_hNiD_QLDdAJ,0.11304717602443792
656,33193,conf/sigmod/YuMWL01,Q1B-gzDxUgEJ,0.006106491924552176
1725,63272,conf/sigmod/SeshadriLR94,kBlynBey41QJ,0.0
2379,55394,journals/vldb/ChandrasekaranF03,Ub6YwssjyiYJ,0.0
2152,15044,conf/vldb/TaoPS02,PJ9152AhkuwJ,0.0
1708,51025,conf/sigmod/TomasicGS94,tMXkkRDxvkQJ,0.0
1985,11898,conf/vldb/LakshmananPZ03,hGOUVWzc38cJ,0.0
1767,51605,conf/vldb/SeshadriLR96,AlTppL4tgkEJ,0.35224925044319844
358,38639,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,xvAw7wQgenoJ,0.0
2429,38892,journals/vldb/AmielBDS96,v1fsWCSPn2MJ,0.006183976040390123
1382,6128,conf/sigmod/SrikantA96,LWXzOXyOy24J,0.009460942384708772
2029,35740,conf/vldb/JiangWL03,url:http://ieeexplore.ieee.org/iel5/69/28220/01307300.pdf%3Farnumber%3D1307300,0.0
227,56091,conf/vldb/LuOT94,T8BPorXB1VsJ,0.0
1363,32681,conf/sigmod/ZhangRL96,zm3D83ZiU4UJ,0.03352994458021104
2424,41931,journals/vldb/OoiHLT96,G1E5PwzwdSMJ,0.02350845041893734
343,4746,conf/sigmod/MaddenFHH03,url:http://www.springerlink.com/index/KWQUKLHAYVEW6GP7.pdf,0.005634715588080475
664,42479,conf/sigmod/AggarwalY01,W9wJnFy0TDAJ,0.009727147420028457
639,26207,journals/sigmod/AdelbergKG96,ilCT5UFnHxgJ,0.027988296480892353
1968,42819,conf/vldb/AbiteboulBBCCDMMP03,fANcvlGA8WAJ,0.9999999999999998
1104,50887,conf/sigmod/SeidlK98,tsPOU-H3A94J,0.0
291,47566,conf/sigmod/LometT03,P7GUGC5bz7wJ,0.4426206516691721
576,18688,conf/sigmod/CandanLLHA01,E1oiXxVyfXwJ,0.9253263162304508
1267,30879,conf/sigmod/HanKS97,sBs4uLlUZRQJ,0.05488933267023095
888,30294,conf/sigmod/AggarwalWY99,rVOuv45qXAsJ,0.005458159078770025
1337,29366,conf/vldb/LakshmananJN00,lfIQpqzuXmAJ,0.005389096382409895
1375,23242,conf/sigmod/GoelI96,hD6w1eBfjWcJ,1.0
535,28486,conf/sigmod/ChenRW02,JcnZJ-eE2XsJ,0.0
474,47458,conf/sigmod/GaoW02,P3CfoUrfYE0J,0.0
2178,30736,journals/tods/AikenHW95,5vvOcgfpjUgJ,0.08802083718791893
2330,59423,journals/vldb/GibsonKR00,QDSZfK2rDZwJ,0.0
478,12868,journals/sigmod/AtzeniMM97,Hdq-Mlh3fcMJ,0.802884655042305
1319,61779,conf/sigmod/FernandezFKLS97,Qx9xzKpLhiMJ,0.8236706529186064
2192,41931,journals/tods/ChenHM95,G1E5PwzwdSMJ,0.013219565014568639
2350,11780,journals/vldb/AbiteboulCM98,PYvxitTViMQJ,0.050466877549225186
683,34211,conf/sigmod/NgWY01,TShyzmLNvtoJ,1.0000000000000002
2488,27929,journals/sigmod/WenLMZ03,DDRWh9ADTOAJ,0.0
463,61040,conf/sigmod/WangWYY02,tbuNzuDUSFYJ,0.026684325308420877
2242,51847,journals/tods/KossmannS00,9jyzas_rFd4J,0.005921787455033957
1942,57971,conf/vldb/HaasB03,dlXiINrFoEsJ,0.2037013952646418
1863,13355,conf/vldb/ChenRS95,pO6SFdVGt5QJ,0.0
2006,50816,conf/vldb/HalversonBKKRTVWND03,oR7DmJ9JJDYJ,0.9999999999999998
1986,21302,conf/vldb/WangZL03,H6XGSfr9v6MJ,0.004780165763760987
439,38173,conf/sigmod/HanWDPW02,y8hbdyUWgqoJ,0.0
1557,47957,conf/vldb/ChengGKLLQS99,ZK5GllDDjuEJ,0.7811583436073904
13,49850,conf/vldb/LuTD95,qX-uYKXVk7EJ,1.0000000000000002
1336,52684,conf/sigmod/QuassW97,u6Sx6E5i4L8J,1.0
2247,27466,journals/tods/DekhtyarRS01,ywEAyex_frMJ,0.5857779515488161
2072,59922,conf/vldb/SayalCDS02,0XYRlW9tvw8J,0.22374394220258717
1306,47557,conf/vldb/DiaoLCT00,qYfcRWsTa54J,0.0
1172,3234,conf/vldb/CatozziR01,UQY439hXMEgJ,1.0
359,61040,conf/sigmod/LuoEHN02,tbuNzuDUSFYJ,0.0
780,26573,conf/sigmod/WangSSZZW00,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/13891286/2001/00000037/00000003/art00192%26unc%3D,0.0
1956,11452,conf/vldb/BawaBA03,wRPDjf7U7W8J,0.0
2389,48460,journals/vldb/JagadishACLNPPSWWY02,56SxOhFyUrgJ,0.04102827594169932
223,41931,conf/vldb/ChawatheCY94,G1E5PwzwdSMJ,0.0
1054,35443,conf/vldb/SadriZZA01,89l6j2Mbe2kJ,0.9999999999999998
1132,47377,conf/vldb/ShanmugasundaramSBCLPR00,BMyrArt5VXAJ,0.01705531628048676
1399,3398,conf/sigmod/NguyenS96,2w2qkhr3k3kJ,0.0
1484,35027,conf/vldb/VenkataramanZ98,20A-7EC92oYJ,0.0
1015,30762,conf/sigmod/EmbleyJN99,vIXMldT9rWUJ,0.0
1330,27390,conf/sigmod/HammerGNYBV97,PziDM429oXQJ,0.9999999999999997
1305,49025,conf/vldb/JohnsonA00,rcLSMwofugwJ,0.0
1643,32805,conf/vldb/LeeLWS97,3pHliyg7mkoJ,0.5837288270957164
700,58485,conf/sigmod/Amer-YahiaCLS01,RXrfnxL0dfsJ,0.00521111548213304
1425,41213,conf/vldb/DattaRT99,jYGXFESkS-YJ,0.004147732981623767
41,62986,conf/vldb/BrownS95,url:http://portal.acm.org/citation.cfm%3Fid%3D187455,0.011199133207987065
1686,59455,conf/vldb/ShuklaDN98,1eCp1f8DhasJ,1.0
729,58664,conf/sigmod/GunopulosKTD00,_4DGADKM2UwJ,0.0
1564,38524,conf/vldb/HelmerWM98,EyTvjJCb5WkJ,0.0
2261,38452,journals/tods/AndriesCPB01,CER66z1lh0MJ,0.0
1869,55375,conf/vldb/GravanoG95,GfiQygac5twJ,0.0
2100,43230,conf/vldb/LiuJ02,Mz6n_cyBqhYJ,0.0
417,37609,conf/sigmod/LakshmananPZ03a,4sJ3mLPGGVQJ,0.9999999999999999
2402,11515,journals/vldb/JagadishKNS00,dRemTC899xcJ,0.0
2491,23638,journals/sigmod/CampbellEM03,6uelfg3RgEoJ,0.0
1483,9296,conf/sigmod/AcharyaAFZ95,X0fku9MqAh0J,0.0
2003,36881,conf/vldb/ChenDZ03,JceK-ywXk8UJ,0.16690432177598735
2520,15708,conf/vldb/ShuklaDNR96,Qdw5iM0aKwAJ,0.5179348516132659
1834,28212,conf/vldb/PoosalaI97,HKPOQm4QcQcJ,0.19969866363936928
313,17257,conf/sigmod/PadmanabhanBMCH03,wI75uFSs0bwJ,1.0
783,7572,conf/sigmod/Galhardas00,6VaHSio_N4kJ,0.0
67,7402,conf/vldb/Galindo-LegariaPK94,mCU3zHcPfCsJ,0.04371011375839812
2007,34556,conf/vldb/ChenJLP03,HDDasG0SKKQJ,0.0
1156,5868,conf/vldb/PottingerL00,oHXkI3GgweIJ,0.010564707954003938
1570,21723,conf/vldb/AbiteboulAAACHHMMMMSTV99,rZcRXL6ueUMJ,0.0
669,49349,conf/sigmod/ChenGM01,y7CTbGwImxUJ,0.0
2118,6279,conf/vldb/GottlobKP02,8hgKM4HJSYsJ,0.008223006704286448
213,811,journals/sigmod/SommerGB02,8l5_eKZcCh8J,1.0
458,10441,conf/sigmod/ChaudhuriGN02,pNwYiA04cVAJ,0.05122851728462687
1122,14393,conf/vldb/CotterB00,SJ6PiY04ebMJ,0.9999999999999998
1968,19517,conf/vldb/AbiteboulBBCCDMMP03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1065204%26type%3Dpdf,0.18593850128743494
683,4143,conf/sigmod/NgWY01,qqdXmdgAaMgJ,0.0
2065,29249,conf/vldb/LeeWMS02,PJwykJAk2qkJ,0.009995218012990241
463,14168,conf/sigmod/WangWYY02,17ABu2eLMFkJ,0.007201881512397269
1363,51608,conf/sigmod/ZhangRL96,enj0OgU8GwgJ,0.37637533261872086
302,35942,journals/sigmod/LeeC00,oUisL_YUScYJ,0.0
1930,20164,conf/vldb/LinLYZ03,72Gr66lLJDgJ,0.006504491089416923
888,42455,conf/sigmod/AggarwalWY99,os704sArqZUJ,0.007357868895577525
1956,14969,conf/vldb/BawaBA03,RajquHU2NoIJ,0.0046496068672353275
1468,28212,conf/sigmod/PoosalaIHS96,HKPOQm4QcQcJ,0.7704021522435087
1135,42332,conf/sigmod/KornackerSH98,DkgClKWAyEIJ,0.0
1748,24065,conf/vldb/KornSFSP96,QjbxSG6_-WIJ,0.9999999999999998
2248,3477,journals/tods/HsuSY01,y7Dm_uNjwkAJ,0.0
1303,6453,conf/vldb/ManegoldBK00,ATjnxh8X_f0J,0.0
568,33590,conf/sigmod/HanPLJ01,GlNt7w28aE8J,0.02588920600043682
1040,13398,conf/vldb/ChungCLL01,D6EFk-Vl3L4J,0.008633633994455624
1965,29957,conf/vldb/HardingLM03,drAzXapJ2rgJ,0.017869007270636963
1931,42616,conf/vldb/PapadiasZMT03,Qmv55n1HpkAJ,0.0
2476,12911,journals/vldb/LeeW94,NZYZOztyAqoJ,0.0
394,14189,conf/sigmod/PaparizosACJLNPSWWY03,qe3zCXe4dHQJ,0.02131453761823229
1931,27340,conf/vldb/PapadiasZMT03,WeKVEdkOuDIJ,0.0
1863,6268,conf/vldb/ChenRS95,1px2xYEVMzwJ,0.03507951460844811
639,13993,journals/sigmod/AdelbergKG96,CduLyvAaxVsJ,0.0
2166,21730,conf/vldb/Uhl02,n5SsAbtjBpAJ,1.0
295,43230,conf/sigmod/LiBKN03,Mz6n_cyBqhYJ,0.0
1015,57849,conf/sigmod/EmbleyJN99,7lkCBMe603kJ,0.0
1092,26770,conf/sigmod/NestorovAM98,WzT3S2G1FjcJ,0.0
2360,54026,journals/vldb/HansonCDERTX98,YxnpPiPhVFMJ,0.00457726676344958
949,38735,conf/sigmod/Wu99,oIDF-Jhm9CYJ,0.9999999999999999
1839,15858,conf/vldb/GarofalakisOS97,PAwpwv-OCVYJ,0.005448183244820204
565,35362,conf/sigmod/JagadishJOT01,7WknKjj67lMJ,0.0079621292823224
565,28946,conf/sigmod/JagadishJOT01,OM7n6h8R8CoJ,1.0000000000000002
247,44098,conf/sigmod/WangPFY03,zJ-WiXarafwJ,0.0
1064,58091,conf/sigmod/NgLHP98,fZSRCe60AUcJ,0.13552666263378654
2387,60925,journals/vldb/ChanFGR02,sheXatSCreQJ,0.7164114373147841
2023,60648,conf/vldb/ShiSZ03,NB8K1Kn_kgkJ,0.0
650,56007,conf/sigmod/BrunoCG01,tkCWrg5OsIwJ,0.0
1,55561,journals/sigmod/EisenbergM02,N9u28V6NZTIJ,0.08226274746963816
1208,35589,conf/sigmod/MeccaAMMS98,wt2W1fPudfIJ,0.05576185193376321
1926,18836,conf/vldb/PapakonstantinouAG96,zZo47Z-jVX4J,0.0
623,23824,conf/sigmod/MistryRSR01,SipDBj3SOb4J,0.0
539,44098,conf/sigmod/LuWYBLY02,zJ-WiXarafwJ,0.0
1474,18712,conf/sigmod/PatelD96,5xe-dQqXfI8J,0.0
1543,11901,conf/sigmod/HernandezS95,Al2MFiRHz9sJ,1.0
127,13794,journals/sigmod/SchmidtWKFCMB01,SZLkVciImAIJ,0.08397537691317246
1194,39074,conf/vldb/OoiYTJ01,dfSPs7YoyWsJ,0.0
660,10093,conf/sigmod/BohannonMR01,5uvR4kU1UOoJ,0.0
1499,62341,conf/sigmod/AbiteboulCM95,Pkocuf5hMjYJ,0.008901131903368635
2494,29092,conf/vldb/LevyRO96,QTsbBZX9zrAJ,0.72235740143249
259,45397,conf/sigmod/AgrawalK03,-sWlL27yCP0J,0.04101926685641011
1880,28640,conf/vldb/GuptaM96,Qwq_QMMeO4kJ,0.0
492,1999,conf/sigmod/DasuJMS02,rKbVwzF70I4J,0.0
56,63727,journals/sigmod/LaenderRST02,G_7Fu6h398oJ,0.0
2346,58426,journals/vldb/MehrotraKS97,url:http://portal.acm.org/citation.cfm%3Fid%3D237661.237707%26dl%3DACM%26dl%3DACM%26type%3Dseries%26idx%3D237661%26part%3DProceedings%26WantType%3DProceedings%26title%3DSymposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0
452,50895,conf/sigmod/RaoZML02,1VWOXPII9HUJ,0.0
2162,41343,conf/vldb/ChoALS02,P0eGT4SuI0gJ,0.0064887232313341255
377,57137,conf/sigmod/BunemanKTT02,url:http://www.ingentaconnect.com/content/els/09505849/2001/00000043/00000004/art00171,0.0
1801,28532,conf/vldb/FlorescuKLP97,01ZVDudF4WAJ,0.03321452317225965
609,5967,conf/sigmod/ShahC01,bCsX4nnVy00J,0.004626684164506814
1573,28116,conf/sigmod/Ellison95,m42J4EvvK_wJ,1.0
2273,31725,journals/tods/ZaharioudakisCF97,AypWukSuKVoJ,0.0
1422,6255,conf/vldb/CeriFP99,L1xeH5yC0fgJ,0.7340203083277541
858,29302,conf/sigmod/LiBCS00,v-KRLXvSrM8J,0.0
1965,5716,conf/vldb/HardingLM03,m6InEUbMG7gJ,0.0
1624,40886,conf/vldb/SkubiszewskiV97,MJAw_2C6ErAJ,1.0000000000000002
1458,63979,conf/sigmod/McAuliffeCS96,url:http://portal.acm.org/citation.cfm%3Fid%3D223784%26dl%3DGUIDE%26dl%3DACM%26type%3Dproceeding%26idx%3D223784%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%26CFID%3D11111111%26CFTOKEN%3D2222222,0.02890058504574772
2030,19293,conf/vldb/HeMYW03,Ypv2aH520MoJ,0.002289179333739859
529,38818,conf/sigmod/TheobaldW02,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601867%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.004321839953818349
2002,38213,conf/vldb/Amer-YahiaFSX03,NyK7o8MxfSsJ,0.008719033163299089
1938,32536,conf/vldb/AltinelBKMPR03,y_H9p9Lqj3IJ,0.0
2248,35236,journals/tods/HsuSY01,KJWGQQ4kZ4YJ,0.01437955393715105
2447,32413,journals/vldb/DeWittNSV96,O4UcgdEM7vYJ,0.0
385,12466,conf/sigmod/KornMZ03,UqcwQtfL6nMJ,0.004775012032576968
1916,48992,conf/vldb/IoannidisLGP96,TqIkjMzHWB0J,0.0
247,3642,conf/sigmod/WangPFY03,_EDhM4bq8b0J,0.02337459214250748
888,26858,conf/sigmod/AggarwalWY99,z4dxyQu0jDQJ,0.14720562368729093
871,14611,conf/sigmod/IvesLPST00,0dEQ9YTk3osJ,0.0
928,40220,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,I80metk3sDcJ,0.0
1150,31931,conf/sigmod/JonssonFS98,url:http://portal.acm.org/citation.cfm%3Fid%3D253260%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3DSERIES473%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.03358854092921087
442,12219,conf/sigmod/AltinelLKMPLWB02,MSw9OnOdcVEJ,0.0
763,31293,conf/sigmod/HanPY00,fKrgMlFaEJsJ,0.8519723451320009
1285,41955,conf/sigmod/AgrawalASY97,HgSuaW-dNhMJ,0.05480120807178009
2038,46888,conf/vldb/GaoS03,PZTESZecfnQJ,0.029216927126990005
1434,3582,conf/sigmod/QuassWGHLMNRRAUW96,l5GboAkBH1AJ,0.0
576,59925,conf/sigmod/CandanLLHA01,f1LHnwcZc_8J,0.31112664494500697
2399,42171,journals/vldb/LiCHH01,vkMYwC5tzUgJ,0.0
265,47231,journals/sigmod/LiefkeS00,epCsER2LDJgJ,0.4996745035076102
1359,46041,conf/vldb/LeeL99,J-hdquISylkJ,0.0
1327,23872,conf/vldb/GantiLR00,zY7N_EOz5NUJ,0.0
1761,55655,conf/vldb/McKennaBHT96,0tZaTV3W05wJ,0.9999999999999999
2405,30093,journals/vldb/FuCCM00,7Xra4piXrIIJ,0.0
2387,50455,journals/vldb/ChanFGR02,Sd2EpYgsgYEJ,0.0
881,6789,journals/tods/FernandezKSMT02,i5coyXNfHCkJ,0.0
2427,32326,journals/vldb/KellerB96,url:http://www.ingentaconnect.com/content/els/09505849/1996/00000038/00000010/art01094,0.0057367725440817955
989,54617,conf/vldb/LiM01,yXnK2wPwLzkJ,0.7119560512921446
1907,16984,conf/vldb/BunemanDHOW95,rNVPCLfguuMJ,0.04906722377967708
1316,22932,conf/vldb/CeriCW00,XCdMiXLp41IJ,0.004007554919049302
2439,33060,journals/vldb/AlbanoGO95,DSBC_ssMUs4J,0.814013055755753
2451,640,journals/vldb/CliftonGB95,bZlpjMDZD5UJ,0.0
496,38654,journals/sigmod/Franklin97a,zMW_rq3S6VgJ,0.9999999999999999
1002,59925,conf/vldb/LiCHPALHAY01,f1LHnwcZc_8J,0.1737412890189602
1496,61214,conf/vldb/GarofalakisIO98,-cCndG3a8ukJ,0.04596174993619805
2286,49999,journals/tods/KonopnickiS98,SHYtwo2v-LAJ,0.22294691012210446
895,55332,conf/sigmod/IvesFFLW99,ukgazb6f4a4J,0.030807161560893002
492,60577,conf/sigmod/DasuJMS02,mClzTQppJE4J,0.014537295333965148
2139,19212,conf/vldb/AgrawalKSX02,OqO-ZxObnjgJ,0.0
2305,26829,journals/vldb/LiR99,LPapCvY4RFkJ,0.0
445,24544,conf/sigmod/WangTYGWP02,j_JI52ov_kYJ,0.0
2059,20946,conf/vldb/KornMS02,tOTe7iddlmMJ,0.3352393341605094
1800,38213,journals/sigmod/GerlaX03,NyK7o8MxfSsJ,0.005244597184881367
1092,9079,conf/sigmod/NestorovAM98,5icRoG_Vmc0J,0.9999999999999999
1281,41031,conf/vldb/LabioYCGW00,BhAwOOrirawJ,0.0
344,14289,conf/sigmod/MinPC03,738ip9nht2gJ,0.0
384,4828,conf/sigmod/KoudasS03,4NpCXKeSRCgJ,0.0
527,35873,journals/sigmod/ChaudhuriD97,zO0DfwHqXKUJ,0.9999999999999999
91,3263,conf/vldb/AgrawalS94,rhzHaU3q02sJ,0.06362516908377329
1206,2950,conf/sigmod/AndersonBKW98,qnCIKBOmqGcJ,0.0
1188,61219,conf/vldb/ZhouLZLZJT01,fOM1JU2CVFkJ,0.0
2471,55764,journals/vldb/WhangKW94,HmwyrjkPhAEJ,0.0
875,5065,conf/sigmod/RundensteinerCCSO00,Tw38P-ZJHZ4J,0.560553869828994
1406,43362,conf/vldb/TanGO99,RtUw2Eo-mVgJ,0.004155386952780104
333,26181,conf/sigmod/KementsietsidisAM03,hN06SkI5kfQJ,0.0
1965,723,conf/vldb/HardingLM03,aU8MKDGl5QMJ,0.0
1184,31649,conf/sigmod/KornackerMH97,bV8_CDuW2gMJ,0.0
2398,47557,journals/vldb/WangW01,qYfcRWsTa54J,0.0
358,23205,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,iME-SCx_DIgJ,0.0
1485,59870,conf/sigmod/ParkCY95,hLrdara3zskJ,1.0
1431,35,conf/vldb/ChanI99,_-p7FOuTcEIJ,0.0
240,3736,conf/sigmod/LakshmananPZ03,F1aaWSFF8TcJ,0.8044635999967706
869,13329,journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94,teFIz8xxtt0J,0.0
515,43568,journals/sigmod/FernandezFLS97,uxD8p47apUYJ,0.29502592409211037
2188,37921,journals/tods/IoannidisR95,hk9P76dJfcAJ,0.0
1682,26449,conf/sigmod/DarR94,A5s_U6Ixg3EJ,0.17597286117317743
1470,22594,conf/vldb/BonczMK99,-7hYJxFD-AsJ,0.0
204,42925,conf/sigmod/BabcockBDM03,oIKHGixNFDkJ,0.006572526609941862
1182,18929,conf/sigmod/AcharyaFZ97,Hf3gZHIcm58J,0.1434696905100849
1285,61687,conf/sigmod/AgrawalASY97,8b1nk87L2KoJ,0.0
271,31315,conf/sigmod/ChengKP03,WmyHSqKKh8UJ,0.0
112,49752,journals/sigmod/HuangKL02,HlXyqUIDobMJ,0.00900659370983396
1855,53172,conf/vldb/ClaussenKMP97,HcCevkoobDsJ,0.0
1363,1971,conf/sigmod/ZhangRL96,f86VsMJZ9gAJ,0.012301826740442659
561,43162,conf/sigmod/ChenZCKR01,tgQ7zef62zAJ,0.0
1740,63021,conf/sigmod/Ubell94,lphlTARDI9YJ,0.6618038182686399
1716,51293,conf/vldb/FlorescuLS98,x-Xcm921UTMJ,0.2530336405032624
986,43311,conf/vldb/DongHLPW01,Ywgd3RbAfl0J,0.02899571704740253
1332,41504,conf/vldb/MillerHH00,vqYVzz1G_3wJ,0.0
1439,38183,conf/vldb/WangZL99,nJ-qtwj_qF8J,0.0
1672,6863,conf/sigmod/BrinkhoffKSS94a,EnycLFKkzpUJ,0.035298306856314354
567,11836,conf/sigmod/LeeWMS01,2El_yzHkJz0J,0.0
1186,58648,conf/vldb/YagoubFIV00a,wJsdBel2n3EJ,0.3060611933241043
463,17148,conf/sigmod/WangWYY02,T1TgIax4zVcJ,0.020602229719818236
1087,62052,conf/sigmod/KabraD98,V9XUvirmVEEJ,1.0000000000000002
2305,58454,journals/vldb/LiR99,tFB9gJLG4_UJ,0.0
469,25264,conf/sigmod/BrunoC02,4bS3tvLQ-LAJ,0.0
351,33122,conf/sigmod/MelnikRB03,ahmoRsqTUY8J,0.0
935,13925,journals/sigmod/BarclayBGS94,RhKSGU-DhQUJ,0.0
388,53191,conf/sigmod/SengarH03,cpr2v1noqFYJ,0.6604708119729992
942,12652,journals/sigmod/GeppertD94,iZakw-9ZuvgJ,0.25195027799521963
2151,55543,conf/vldb/ChenHWW02,GgMyAGZsyr4J,0.004027376535735418
1290,61630,conf/vldb/CowleyP00,scg5F1reod0J,0.7494944094494397
1275,49456,conf/sigmod/KornJF97,XRtCyfosWhMJ,0.004335899931963361
1713,59481,conf/sigmod/BrinkhoffKSS94,oF386g76F2AJ,0.0
1567,38718,conf/vldb/GraefeBC98,xTnydtf-HosJ,0.006580021087448424
1916,55087,conf/vldb/IoannidisLGP96,-ha8fD8Kj_oJ,0.0
980,13294,conf/vldb/MeccaCM01,pI0WktymowwJ,0.5901654260091453
19,30289,conf/vldb/SrikantA95,9t4Mce85HT4J,0.3991558125624174
445,3336,conf/sigmod/WangTYGWP02,uQwiOlJzXz4J,0.0
196,63170,conf/sigmod/ArasuG03,jp9ptMpdoGwJ,0.804546133049961
2192,53450,journals/tods/ChenHM95,fLBRnsGhmuUJ,0.0052092491837139035
1405,30439,conf/sigmod/SeshadriHPLRSSS96,OZHS88jHgDkJ,0.056368688064132894
2061,16780,conf/vldb/BenediktCFRZZ02,mPmpRuOspl4J,0.0
321,54948,conf/sigmod/KimC03,WFmae47kgN4J,0.004834010179358591
1105,27703,conf/vldb/ChangG00,cC8vFLMNFn0J,0.0
161,42423,journals/sigmod/ShethMKA01,nGQgEQD4y9UJ,0.005999325946024571
1444,44138,conf/vldb/NinkHR99,mzqmEYGGT_IJ,0.0
598,23176,conf/sigmod/AfratiLU01,yyUMt1X2WXcJ,0.03883866234824841
849,62422,journals/tods/TaoSP03,7ZyV9ivZySQJ,0.0
1271,16102,conf/vldb/HelalL00,wDn1Ji9T01YJ,0.005442670889244582
2009,33744,conf/vldb/DiaoF03,w8Jxk_yFks8J,0.07628018029892471
628,9994,journals/sigmod/SilberschatzSU96,NnKrsx4j4pkJ,0.008781316114030338
1853,43030,conf/vldb/GarofalakisI97,jM3jsnhKbMMJ,0.40104472471848795
1294,34930,conf/vldb/KriegelPS00,3ET_IEkoGjYJ,0.0
669,45458,conf/sigmod/ChenGM01,Vg-Mj4WD734J,0.0
950,28704,conf/sigmod/LeeKC99,OHPcamwtQe4J,0.014017364820885881
2364,13906,journals/vldb/AilamakiDH02,EP1kNqUGCV0J,0.0
193,7033,journals/sigmod/LeeF01,rpZaDUsLS5MJ,0.0
478,7956,journals/sigmod/AtzeniMM97,GOMaqU-ZlTIJ,0.09605381398597845
